grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,nll,nll_q0,nll_q1,nll_q2,nll_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3,eval_nll,eval_nll_q0,eval_nll_q1,eval_nll_q2,eval_nll_q3
,,,,,,,,,,,,,,,,,,1.0165887922048569,1.0342360106810011,1.0023041807645134,0.9900672699731119,1.0396581570712033,0.02056967216776684,0.01825852413680782,0.02031073436369246,0.02137161324944159,0.022157836251993294,4.6692649126052865,3.2329535503776703,4.493374785651327,5.283152935587769,5.558401481489125
13.135901133393025,0.9059148119081918,0.9053706821296651,0.9062974332767706,0.906434403956126,0.9056285559799169,0.02037286136871005,0.018265150755262572,0.01996401607161609,0.02098296139729027,0.022273982059959202,4.273962865229232,3.0275885630609007,4.03931406408839,4.6878603110219235,5.338301458374644,11266048,5500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.787298370152712,0.7543897473563755,0.8059992156631206,0.7882741431583214,0.801755517537482,0.0203062168438919,0.018386909924271163,0.01984531289866875,0.021019408841101664,0.02206340224777866,4.113695606589317,3.0353057217417345,3.843550895291531,4.576921670085411,5.050370580581053
11.570714752187696,0.6890122554275828,0.6884888974042013,0.688918506087707,0.6892327516090124,0.6894638213282227,0.02030633513468131,0.0181168089205519,0.019942196000160697,0.02093215910382203,0.02222977030585998,4.005280098850042,2.7252800973770177,3.770478399394897,4.432027335563498,5.0905679797614365,12290048,6000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.5922323875129223,0.607569934822138,0.5947662984152026,0.5823985663097173,0.5838882922766636,0.020416973915416747,0.018329511450352075,0.01999611568640732,0.02118766926319678,0.022170085727837657,3.8650266230106354,2.571009043494782,3.5614210743414616,4.327227392496491,5.009958119005768
9.858088222575407,0.5226714963546323,0.521865021550077,0.5225969900243566,0.5230531439869143,0.5232079977084385,0.020242750006685552,0.018013082380237078,0.019861480352055788,0.020899618940704242,0.02217301438736964,3.804401371801475,2.4911593940043075,3.5534508472537722,4.249078490532768,4.9100050202916155,13314048,6500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.4546506823971869,0.4435593680049597,0.4674763379707222,0.4417232704240397,0.4661672375077613,0.02010456495918333,0.017982468748472192,0.019563957677400167,0.021054031175886646,0.02192650106007933,3.782366849482058,2.490287889032333,3.4106597696977925,4.493297489532026,4.804372999351471
8.197483324801498,0.39972318217294167,0.39925184611863845,0.39944036377126746,0.4000069622320094,0.4002203975419918,0.02018225580921371,0.017893079707997302,0.01978638361990406,0.02090088892628781,0.022130608224672922,3.669809240296537,2.3241024921013818,3.3941722453149623,4.144429915247158,4.805561290417446,14338048,7000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.3433000287041069,0.33476279126261993,0.34422493272200333,0.33844387470503223,0.35605498385940876,0.02023783855838701,0.017852879087513405,0.01996924284364441,0.021012885610424636,0.02213179169126625,3.814945347607136,2.4026416462729747,3.61829820141167,4.443269786015585,4.7995269568193555
6.730938278947129,0.3107789328498631,0.31014474421282845,0.31068908392070055,0.3108337228718203,0.3114629087601522,0.02012774936372811,0.017800858058715483,0.019717509631325524,0.020871750569180003,0.02209795386176308,3.5807458758664272,2.202464045889871,3.2877246452584044,4.076744427765765,4.742453170620822,15362048,7500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.2745617618784309,0.285419530562649,0.2640994139652043,0.27425321949568154,0.27465338095134917,0.020278783573303382,0.017895650227728748,0.019887669709101694,0.02105346036923099,0.022298846610283345,3.692247845232486,2.1281683976994827,3.5107150799711038,4.135530674315347,5.005560284247618
5.508662813818933,0.24665040819673958,0.24602990558862253,0.24656214878545873,0.24683352532267977,0.24718457748905143,0.020063736501437005,0.01772199058493918,0.01964692854662903,0.02079728901474319,0.022056266256986624,3.520356550018254,2.112173758759179,3.2123539764484277,4.020056529729127,4.7170867841410695,16386048,8000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.21925681876018643,0.22343922754714518,0.2127235414282906,0.21811135657933126,0.2224816565249058,0.020071256847586483,0.017639420188541644,0.019829696513682854,0.020810693107263373,0.02210137980364377,3.5792362317442894,1.9836132951783685,3.452157915466365,4.178492235947416,4.768496272270566
4.522418594516961,0.20009163288576357,0.19953415693031312,0.1999723275665184,0.20024767907578161,0.20061539053001373,0.020021630346324506,0.0176648153973492,0.019627869726073145,0.02077583915327113,0.0219766185175669,3.4888105065521695,2.053049806380795,3.176543009278705,4.006779861619075,4.6932325988364,17410048,8500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.18103773472830656,0.1835168538986167,0.18026531355686926,0.17692210310019185,0.1833470296427442,0.02006662962958216,0.01774427236316827,0.019452534572367414,0.02094780660600397,0.02198086643535925,3.578367121517658,2.0777576971924083,3.2085600548752,4.1940465223928305,4.746137834640575
3.736131411972981,0.1657341560748536,0.16527251540879104,0.1656188366360562,0.16589204292978715,0.166151718627592,0.019971295697336165,0.01760426354341082,0.019546825277542687,0.020756548785457678,0.021922415028861313,3.4725013784221352,2.007554397270032,3.136882571776083,4.012689123051935,4.698223120016785,18434048,9000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.15427632210776215,0.15289146169879514,0.1509448764095546,0.15707823899546577,0.15629892275102572,0.01982184266671538,0.017358997986950658,0.019623239424028365,0.02054647569225462,0.021870479845971437,3.3557866588234906,1.9031105642611141,3.1429377264381615,3.7773035383654507,4.665436748429853
3.113914427457241,0.1400630998576569,0.1395449740185014,0.1399586544741695,0.14025761680742957,0.14048446111112237,0.019910396735204425,0.01755726568562237,0.019485014610270645,0.020673906809998928,0.0218651087628514,3.459756056648587,1.9789066736922765,3.1103121580880146,4.000070885462015,4.711077905128438,19458048,9500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.12861746014095843,0.12717290305548667,0.12815623941353985,0.1298083705769985,0.12940603878926024,0.019954099610913545,0.017634911664092298,0.01959639609453491,0.02083401687097612,0.02179590190616554,3.536840051412583,2.0857698487580882,3.235493766025936,4.1210586101738516,4.735235735175714
2.6205958089787105,0.12059090458321768,0.1201071013542703,0.12051899469598565,0.12079544101755828,0.12093162082561854,0.01987047726203671,0.017552476595726573,0.019423467878186745,0.020620225800615347,0.021807691116533762,3.458039389521608,1.967265648758468,3.0911794247732827,3.9994726858999217,4.722921812120045,20482048,10000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.11222689040005208,0.10861892440170041,0.11168733660949824,0.11544777728854382,0.11284538935357291,0.01985306350979954,0.017336972344666732,0.019376277842167732,0.020668291236528538,0.021772927461072355,3.4952325969934464,1.95632057365775,3.185932922147231,3.9386375731743186,4.738790977329284
2.2285457773215844,0.10561976238978626,0.10517658862097508,0.10553962308563097,0.1058048611538753,0.10594564130482333,0.019831735926095325,0.017512369986388762,0.019402118151812534,0.02057987499725975,0.02174852994941656,3.46087605430807,1.9503960215921392,3.087370315388302,4.008818581180034,4.740866163120816,21506048,10500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.09934423537924889,0.09737037757523913,0.09922109611665571,0.10129252459122758,0.09928437325137622,0.01977471890859305,0.017473543500392204,0.019331122722052736,0.020372441266532808,0.021636446199759275,3.4621069133281708,1.9720625676942731,3.117715683167549,3.8319433079701692,4.73671680997918
1.9168156767460036,0.09402782575158268,0.09357979832524259,0.09396059909633825,0.09418859365430425,0.09436691675217568,0.019804601372741884,0.01751363243611706,0.019369284847514344,0.02058735038619338,0.021654858626149475,3.4655685273816474,1.9499854885994954,3.0762879010565216,4.0360873432563205,4.736200086460707,22530048,11000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.08967055333778266,0.0887175701682281,0.09007742229106987,0.08905767896345687,0.09086778299838638,0.019719653588253998,0.01746187608932813,0.0194377485089577,0.02036780139697447,0.02162169764143608,3.3264258205890647,1.8945313001167978,2.9747614173964374,3.8628815305800672,4.575998398401432
1.6665301470237788,0.0849022748983031,0.08449962858178722,0.08482561267808855,0.08504583056776863,0.08522016548429646,0.01977336900429843,0.01753457673072049,0.019344915867948932,0.02050200883370173,0.021601367318898314,3.4709759168414043,1.9507237444493781,3.0776326594923646,4.027305813793661,4.75128108349158,23554048,11500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.07908368203788994,0.07754733959786292,0.0811303438067271,0.07857726553242798,0.07897568974238085,0.019838437496218823,0.017390856397361376,0.019311119707776485,0.021065716287867818,0.02174801789296627,3.5842850208282466,1.9781983822128293,3.014190334930765,4.4703407893704,4.996996540503744
1.467067766015718,0.07775230860126903,0.07733089896234951,0.07767590102516979,0.07791543965208933,0.07806484952540098,0.01974687683038778,0.01756825686120049,0.019321236862464435,0.020466682180202637,0.02150540602739978,3.4753485304636524,1.960381852377232,3.083132656312031,4.029822162209573,4.738584684001539,24578048,12000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.07512049726210533,0.07499525386104144,0.07400025203535247,0.07712034549519058,0.07447392130014263,0.019610204268246886,0.017397715170467513,0.019255725240926887,0.02051534576176276,0.021115329082405872,3.4417294487357126,1.896948218497386,3.086483577078627,4.002379737674232,4.6595493825203755
1.3083737726827076,0.07213993595867008,0.07177708322765143,0.07207916610584211,0.0722800408011818,0.07240248428126114,0.019726253367756894,0.01755623695106456,0.019302768931964902,0.020444027737509748,0.021471026231088736,3.485094260952405,1.951880931305552,3.074317592449874,4.0492542239427705,4.769621668203816,25602048,12500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0696970138233155,0.06787347322995392,0.07001446202686692,0.06926011347445163,0.0714570187342078,0.01975371036678553,0.017594210598735897,0.019366166213509225,0.02042618657509653,0.0213868745245279,3.531086601316929,2.024481742235241,3.1015499387551224,4.18718967677959,4.637787422520918
1.1834585714973875,0.06776267442566485,0.0674154867985928,0.06769625955996345,0.06788833645143248,0.06802837553842796,0.019704688883959574,0.017559536469381597,0.019311959803730946,0.02039287926964677,0.02141275776633567,3.4895484843551867,1.9501319358732878,3.0870536256886383,4.046971711234125,4.768881080957399,26626048,13000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.06634161784313618,0.06594480320701922,0.06596406604432063,0.066604448719585,0.06679353755662011,0.019814823754131787,0.01761117999479018,0.019378475213548556,0.020616741591108788,0.02140372409441431,3.516020506620407,1.9750520133997165,3.0214479647193917,4.114702082416979,4.769503907968766
1.0874007921249995,0.06443108000098621,0.06409902467245351,0.06437063109440322,0.0645633206454006,0.0646703123711104,0.019686414540220996,0.017599961464412582,0.01928709208999387,0.02037317128690772,0.021348168955972552,3.4930970023449937,1.9586149525074406,3.0860217889402275,4.058925301386782,4.765116051766008,27650048,13500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.062882041442208,0.06205389766336831,0.06415592925920931,0.06301574124258831,0.062418350584530935,0.019675992371048782,0.01729984844003805,0.019304086623002478,0.020310366342479364,0.021423954868953467,3.497885711491108,1.8203390145773997,3.127358990628073,3.973547095083189,4.795205307299118
