east	118
times	118
cannot	118
Attendant	118
Jin	118
Qiang	117
Before	116
together	116
Emperor	116
Palace	115
Heaven	115
never	114
shall	114
join	114
down	114
government	114
under	114
authority	113
such	113
long	113
Jue	113
capital	112
Feng	112
fled	111
Ma	111
commanderies	110
forces	110
called	110
put	109
again	109
give	109
am	109
ministers	108
Inspector	108
Zhong	106
off	105
Meng	105
before	105
position	104
help	104
ordered	104
Song	103
forward	102
Zhu	101
Ce	101
Huan	101
north	100
without	100
even	100
saying	100
each	100
Household	99
edict	99
territory	99
Duan	99
order	98
many	98
her	98
which	97
plans	97
palace	97
just	97
must	97
act	96
these	96
able	96
How	96
Zhi	95
few	95
because	95
Du	94
afraid	94
There	93
Jian	93
Yun	93
plan	91
wanted	91
Jun	90
Dou	90
very	90
within	90
Xi	89
west	89
always	89
Su	89
received	89
send	88
brother	88
years	88
yet	87
Jia	87
strong	86
taken	86
south	85
Pang	85
house	85
Chao	85
Zan	85
Rong	84
bring	84
River	84
through	84
after	84
certainly	83
every	83
rebellion	83
orders	83
His	82
get	82
cut	82
Shang	82
provinces	82
angry	81
nothing	81
us	81
refused	81
Regular	81
destroyed	80
same	80
death	80
Works	80
Hong	80
loyal	79
power	79
ask	79
majesty	78
hand	78
Imperial	78
peace	78
eunuchs	78
turned	77
Yin	77
work	77
memorial	76
kill	76
And	76
saw	76
Qi	76
Tian	76
returned	76
affairs	75
become	74
things	74
Lord	74
once	74
control	74
surrender	74
trouble	74
high	74
Director	74
bandits	73
Jie	73
five	73
keep	73
younger	73
fellows	73
recommended	73
supplies	73
Your	72
letter	72
mother	72
Marquis	72
old	72
Clerk	72
barbarians	72
night	71
cause	71
say	71
follow	71
place	71
ruler	70
see	70
Xiu	70
Officer	70
Huangfu	70
Gao	69
head	69
four	69
Cao's	69
spring	68
We	68
she	67
force	67
winter	67
favour	67
Wen	66
joined	66
present	66
arrived	66
given	66
well	66
might	66
rebels	65
Colonel	65
wife	65
military	65
does	64
Pei	64
whole	64
WEI	64
fight	64
passes	64
Xin	63
matter	63
That	63
most	63
best	63
accept	63
reason	63
right	62
leave	62
Bing	62
Qian	62
Gui	62
virtue	62
Shi	61
worthy	61
Cavalry	61
Yong	61
Qiu	61
Ying	61
show	60
Zheng	60
told	60
attendants	60
where	60
later	60
honour	60
year	60
captured	59
settled	59
found	59
autumn	59
summer	59
appointment	59
Jiong	59
leaders	59
Gong	59
Cai	59
end	59
deal	59
Tai	59
Shen	58
Writing	58
But	58
fighting	57
heads	57
Si	57
A	57
further	57
Dowager	57
official	57
receive	57
guard	56
days	56
support	56
Lady	56
Duke	56
Gates	56
Tan	56
result	56
excellencies	56
Chancellor	56
father	56
true	56
conduct	56
Xuan	56
among	55
Masses	55
though	55
prepared	55
turn	55
return	55
far	55
Ju	55
amnesty	55
home	55
proper	55
followers	55
An	55
Three	54
Ren	54
die	54
danger	54
use	54
full	54
advice	54
Chou	54
arrested	54
AD	53
treated	53
sons	53
scholars	53
close	53
name	53
Army	53
difficult	53
pleased	52
Xian	52
clan	52
enfeoffed	52
Mao	52
Yangzi	52
private	52
officer	51
situation	51
maintain	51
its	51
spoke	51
established	51
raised	51
Ba	51
quite	51
leader	50
Chong	50
What	50
disorder	50
call	50
offices	50
Ye	50
outside	50
followed	49
punishment	49
Why	49
planned	49
face	49
look	49
wrote	49
Xiang	49
concerned	48
changed	48
strength	48
tenth	48
horse	48
Gan	48
respect	48
Though	48
county	48
executed	48
Attendants	48
Luoyang	47
want	47
young	47
children	47
magistrate	47
single	47
li	47
Jiang	47
enough	47
Sui	47
Xiahou	46
clear	46
personal	46
rewards	46
fought	46
harm	46
Master	46
fire	46
already	46
move	46
advantage	46
grain	46
between	46
Xie	46
success	46
bad	45
Zhuge	45
twenty	45
Ci	45
horsemen	45
Nanyang	45
let	45
dismissed	45
third	45
Secretariat	45
past	45
Retainers	45
across	44
thousands	44
going	44
Hou	44
thought	44
Tao	44
since	44
Chang	44
Hu	44
Ling	44
secret	43
escape	43
life	43
Yue	43
Liao	43
here	43
Lan	43
why	43
extremely	43
elder	43
weak	43
Deng	43
fifth	43
Yao	43
Assistant	42
wrong	42
themselves	42
fine	42
surely	42
ill	42
law	42
road	42
rebel	42
loyalty	42
Shan	42
Even	42
thirty	42
defeat	42
misfortune	42
gathered	42
think	42
urged	42
means	42
master	42
change	42
person	41
Left	41
being	41
Some	41
seventh	41
Governor	41
reputation	41
arrest	41
Rang	41
Zu	41
sought	41
kept	41
frightened	41
Xia	41
evil	41
completely	41
words	41
Cui	40
positions	40
inside	40
rest	40
Tong	40
common	40
throne	40
issued	40
brothers	40
fourth	40
Shao's	40
seek	40
Fei	40
Kong	39
scattered	39
ability	39
stay	39
Xiongnu	39
million	39
everything	39
Qiao	39
counties	39
dare	39
second	39
new	39
Chenliu	39
alliance	39
Empress	39
done	39
late	39
lost	38
Teng	38
Since	38
women	38
water	38
failed	38
Son	38
Those	38
war	38
Qin	38
wish	38
Chief	38
match	38
Dai	37
ancient	37
report	37
know	37
Gu	37
matters	37
My	37
Shanyu	37
small	37
sure	37
Bao	37
cash	37
mountains	37
last	37
Wuhuan	36
world	36
easy	36
acted	36
campaign	36
fear	36
food	36
granted	36
battle	36
false	36
general	36
Later	36
got	35
part	35
rank	35
offer	35
punish	35
quickly	35
service	35
seal	35
none	35
behind	35
Protector	35
Miao	35
find	35
Zuo	35
simply	35
serve	34
For	34
cavalry	34
Chang'an	34
hills	34
Zong	34
crimes	34
gates	34
collected	34
Zang	34
camped	34
rebelled	34
attention	34
families	34
surrendered	34
alone	34
maintained	34
Gate	34
reached	33
With	33
planning	33
brave	33
pay	33
Ding	33
six	33
messengers	33
February	33
By	33
occasion	33
punished	33
dared	33
gained	33
lead	33
need	33
opinion	33
Faction	33
foot	33
Kui	33
Because	32
soon	32
generous	32
much	32
exhausted	32
felt	32
mind	32
open	32
wept	32
avoid	32
eleventh	32
realised	32
Turbans	32
opportunity	32
dead	32
eighth	32
Hanzhong	31
Southern	31
destroy	31
better	31
title	31
Ceremonies	31
sun	31
number	31
speak	31
looked	31
twelfth	31
agreed	31
Pu	31
powerful	31
Consultant	31
reported	31
fellow	31
everywhere	31
argued	31
fortune	31
Ning	31
Major	31
From	31
senior	31
gain	31
live	31
sixth	31
horses	30
observed	30
After	30
Counsellor	30
numbers	30
known	30
prison	30
minister	30
until	30
local	30
agree	30
ground	30
walls	30
met	30
country	30
sword	30
raise	30
siege	30
ninth	30
wicked	30
fail	30
Bian	30
summoned	30
Yu's	29
attend	29
carried	29
paid	29
used	29
chief	29
lord	29
Runan	29
suffered	29
yourself	29
treasure	29
armies	29
commanders	29
concern	29
Pi	29
policy	29
responsibility	29
below	29
Bi	29
Senior	29
heart	29
Wan	29
friend	28
taking	28
Excellencies	28
case	28
messenger	28
Northern	28
point	28
Yet	28
Sima	28
friends	28
Chariots	28
escort	28
hear	28
post	28
anything	28
Qing	28
tens	28
charge	28
servant	28
Yingchuan	28
break	28
age	28
Staff	28
wait	28
accepted	28
district	27
wine	27
thing	27
carriage	27
making	27
holds	27
honest	27
offered	27
settle	27
Kai	27
land	27
named	27
Lang	27
Sheng	27
Fang	27
cities	27
gone	27
administration	27
To	27
Masters	27
poor	27
Jul	27
Hedong	27
often	26
body	26
borders	26
Many	26
courtesy	26
passed	26
Hui	26
Shou	26
trust	26
summons	26
Pan	26
forced	26
above	26
daughter	26
Qiong	26
hands	26
Kuaiji	26
feet	26
share	26
Kang	26
account	26
someone	26
seven	26
May	26
wise	26
humble	26
something	26
empty	26
Hua	26
hope	26
important	26
property	26
king	26
tell	26
Gentleman	26
Henan	25
stayed	25
action	25
pardon	25
lose	25
short	25
everyone	25
emperor's	25
Guang	25
ribbon	25
grace	25
provincial	25
Lingling	25
She	25
arms	25
Chu	25
eclipse	25
coming	25
Heng	25
immediately	25
surprise	25
silk	25
oppose	25
nor	25
broke	25
neither	25
influence	25
idea	25
public	25
refuge	24
sighed	24
Mountain	24
party	24
following	24
marriage	24
spread	24
plundered	24
allowed	24
noone	24
Henei	24
abandoned	24
fief	24
clothing	24
considered	24
talk	24
marquises	24
respected	24
crossed	24
Unless	24
little	24
Way	24
gentlemen	24
Intendant	23
earlier	23
Sep	23
river	23
run	23
members	23
Mi	23
enemies	23
apartments	23
Chunyu	23
utmost	23
encourage	23
group	23
side	23
West	23
Guards	23
Justice	23
Xiapi	23
fault	23
knew	23
reply	23
Eastern	23
afterwards	23
royal	23
kingdom	23
Joy	23
Taishi	23
appoint	23
instead	23
Danyang	23
subject	23
About	22
Jian'an	22
presented	22
ceremony	22
admired	22
showed	22
Zhuo's	22
blood	22
guards	22
collect	22
entered	22
Once	22
lands	22
shown	22
successful	22
Changsha	22
funeral	22
sense	22
highest	22
asking	22
besieged	22
behalf	22
slander	22
duty	22
courage	22
anyone	22
comes	22
Fa	22
generals	22
therefore	22
Authority	22
Western	22
households	22
light	21
associates	21
fall	21
harem	21
care	21
eight	21
achievement	21
special	21
sacrifice	21
advised	21
Coachman	21
Pingyuan	21
divided	21
camps	21
Huo	21
anger	21
retreat	21
cruel	21
petty	21
Honoured	21
Can	21
Their	21
submit	21
Only	21
relief	21
Nan	21
seas	21
fell	21
affair	21
signs	21
groups	21
Tiger	21
suffer	21
shared	21
invited	21
treat	21
Xianbi	21
seized	21
numbered	20
household	20
Dun	20
bandit	20
longer	20
beg	20
secretly	20
serious	20
terms	20
seize	20
sage	20
rode	20
laughed	20
around	20
raided	20
moved	20
nature	20
punishments	20
Bohai	20
served	20
Long	20
Right	20
Mar	20
SHU	20
believe	20
defence	20
Tang	20
tomb	20
question	20
plunder	20
Registrar	20
moreover	20
frontier	20
moment	20
towards	20
junior	20
manage	20
mourning	20
drew	20
Hongnong	19
weapons	19
tribute	19
allies	19
attacks	19
feelings	19
ordinary	19
Bu's	19
caught	19
GeneralinChief	19
region	19
aid	19
Nov	19
Dian	19
These	19
letters	19
relatives	19
ships	19
baggage	19
complete	19
roads	19
defences	19
warning	19
achievements	19
ambition	19
appointments	19
myself	19
arranged	19
Each	19
almost	19
whom	19
Just	19
half	19
leaving	19
message	19
examine	19
Great	19
suggested	19
truly	19
affection	19
reward	19
believed	19
along	19
empress	19
claimed	19
continue	19
objected	19
combined	19
feel	19
reports	19
gold	19
remained	19
cousin	19
contact	19
Peace	18
advance	18
appreciate	18
rear	18
execution	18
decision	18
scholar	18
Feb	18
anxious	18
wounded	18
abandon	18
Dan	18
nephew	18
proud	18
servants	18
retainers	18
carriages	18
period	18
upright	18
deep	18
Both	18
carry	18
firm	18
Xianlian	18
careful	18
encouraged	18
broken	18
remain	18
compare	18
whether	18
Guiyang	18
Everyone	18
Jiangling	18
Our	18
lines	18
win	18
claim	18
answered	18
honoured	18
dozen	18
acting	18
Bo	18
built	18
gate	18
East	18
Gun	18
guilty	18
pass	18
ever	18
ashamed	18
Shun	18
rule	18
Aug	18
secure	18
leading	18
understanding	18
kingdoms	17
spirit	17
pursued	17
pacified	17
Lie	17
Furthermore	17
man's	17
nation	17
grant	17
reign	17
gather	17
isolated	17
ran	17
Someone	17
sort	17
consider	17
administrators	17
rulers	17
faced	17
establish	17
Kuang	17
confused	17
wide	17
Crossing	17
ideas	17
continued	17
Liaodong	17
welcome	17
appeared	17
Geng	17
Guangling	17
Prefect	17
money	17
Huai	17
Again	17
Rui	17
eunuch	17
One	17
salary	17
distress	17
ready	17
cloth	17
mean	17
worth	17
Zhai	17
clients	17
low	17
reduced	17
Mu	17
criticised	17
wisdom	17
certain	17
Jan	17
civil	17
intention	17
submitted	17
village	17
Jingzhao	16
regret	16
confusion	16
flight	16
particular	16
equal	16
real	16
rely	16
occupy	16
capture	16
save	16
explained	16
began	16
Let	16
clothes	16
recognised	16
Chinese	16
sides	16
base	16
wind	16
meet	16
Caitiffs	16
Rapid	16
Filial	16
Apr	16
occupied	16
various	16
Herald	16
Finance	16
shifted	16
wealth	16
Ji's	16
beyond	16
reluctant	16
fact	16
suspicious	16
marquis	16
appropriate	16
ambitions	16
months	16
permission	16
kings	16
large	16
colleagues	16
fallen	16
Tutor	16
lack	16
expect	16
govern	16
form	16
promised	16
fifty	16
sick	16
different	16
giving	16
understand	16
houses	16
Yuzhang	16
Court	15
makes	15
accusations	15
bear	15
Hall	15
generously	15
Zi	15
Xing	15
destruction	15
pretended	15
strange	15
fleet	15
Min	15
restored	15
instructions	15
garrison	15
Here	15
Pass	15
hungry	15
obey	15
news	15
drink	15
Qu	15
drums	15
tried	15
audience	15
line	15
Merit	15
quarrel	15
intended	15
opened	15
enfeoffment	15
less	15
lives	15
Quan's	15
Soon	15
greedy	15
climbed	15
difficulty	15
Capital	15
students	15
State	15
travelled	15
knows	15
beginning	15
decided	15
decide	15
Subdues	15
Should	15
pursuit	15
discussed	15
Enclosure	15
fierce	15
respects	15
commander	15
Jue's	15
discovered	15
transferred	15
Lujiang	15
selection	15
Maintains	14
northern	14
travel	14
Go	14
indeed	14
steadily	14
Taishan	14
Majesty	14
border	14
chosen	14
throughout	14
obtain	14
hearts	14
Prolonged	14
else	14
faults	14
Taiyuan	14
praise	14
stand	14
People	14
footsoldiers	14
controlled	14
Department	14
forty	14
reach	14
appear	14
allow	14
Ping	14
CaoCao	14
dynasty	14
Chun	14
Controller	14
Ben	14
generations	14
hiding	14
Lii	14
either	14
gradually	14
goods	14
Shanyang	14
crime	14
filial	14
favours	14
beheaded	14
strict	14
hatred	14
excellent	14
defend	14
possible	14
faction	14
next	14
assist	14
headquarters	14
quiet	14
hard	14
Headquarters	14
moral	14
quality	14
Hanyang	14
waiting	14
explain	14
dug	14
amongst	14
display	14
greater	14
White	14
buried	14
regulations	14
read	14
Donghai	14
rather	14
labour	14
Midi	14
privately	14
points	14
native	14
Jiao	14
Wuling	14
wall	14
near	14
behave	14
Ni	14
ranks	14
dismiss	14
grief	14
lived	14
guest	14
principles	13
plot	13
boat	13
tiger	13
supporters	13
exposed	13
Gentlemen	13
feudal	13
memorials	13
frequently	13
main	13
visit	13
Jiangxia	13
execute	13
problem	13
farming	13
example	13
prepare	13
refuse	13
weeks	13
according	13
disaster	13
woman	13
sat	13
retreated	13
prosperous	13
achieved	13
Fu's	13
worried	13
miswritten	13
dangerous	13
bearing	13
protested	13
generosity	13
during	13
really	13
extend	13
Tranquillity	13
doing	13
Do	13
quarrelled	13
arrogant	13
southern	13
ment	13
besiege	13
trusted	13
arrange	13
Hao	13
increased	13
natural	13
worse	13
pressure	13
celebrated	13
escaped	13
Tu	13
nonetheless	13
City	13
involved	13
lords	13
obtained	13
sufficient	13
suddenly	13
goes	13
behaviour	13
Bei's	13
sentenced	13
uncle	13
bow	13
accusation	13
Hejian	13
exile	13
says	13
Moreover	13
teaching	13
holding	13
attacking	13
supply	13
sea	13
insignia	13
seeking	13
Park	13
De	13
Xiangyang	13
resentful	13
committed	13
watch	13
praised	13
arrows	12
uncertain	12
listen	12
burnt	12
Black	12
stop	12
area	12
increasingly	12
argument	12
apply	12
spirits	12
residence	12
concubines	12
Ang	12
shouted	12
hidden	12
rain	12
shot	12
District	12
posts	12
constantly	12
direction	12
armed	12
Chengdu	12
laid	12
eat	12
seen	12
resources	12
compelled	12
Gaozu	12
cruelty	12
distance	12
fiefs	12
threat	12
superior	12
succession	12
comet	12
commission	12
answer	12
caused	12
glad	12
credit	12
University	12
Xiao	12
provisions	12
Kuai	12
climb	12
bowed	12
laws	12
loved	12
chose	12
justice	12
seals	12
request	12
remarked	12
western	12
Besides	12
commands	12
accused	12
neglect	12
worry	12
feeling	12
penalty	12
Noone	12
succeed	12
Earth	12
Yuzhou	12
Village	12
sit	12
Whenever	12
bribes	12
jiazi	12
although	12
actions	12
proposal	12
rich	12
Altogether	12
accord	12
quietly	12
love	12
proscription	12
suggest	12
gentleman	12
weakness	12
pleasure	12
child	12
rose	12
Division	12
places	12
dowager	12
restore	12
Purposes	12
invite	12
realise	12
father's	12
closed	12
withdrew	12
extended	12
alive	12
discuss	12
Beihai	12
Man	12
thoroughly	11
having	11
dragon	11
Hefei	11
withdraw	11
protect	11
strategy	11
reasons	11
written	11
extravagant	11
gentry	11
happened	11
chariot	11
front	11
nine	11
chance	11
marketplace	11
corpse	11
commanded	11
trained	11
disturbed	11
ate	11
Tadun	11
thinking	11
Lin	11
subjects	11
staff	11
According	11
cart	11
transfer	11
inner	11
subordinate	11
xinchou	11
cared	11
score	11
pity	11
harvest	11
Wu's	11
wives	11
presents	11
handed	11
heavy	11
engaged	11
hated	11
China	11
preparations	11
thepeople	11
advanced	11
stormed	11
shift	11
issue	11
disgrace	11
takes	11
saved	11
choose	11
Prison	11
Steward	11
early	11
Anding	11
write	11
Jiaozhi	11
Commissioner	11
subordinates	11
ofthe	11
taxes	11
lacked	11
excuses	11
Youfufeng	11
difficulties	11
ally	11
rise	11
fields	11
occasions	11
attendance	11
constant	11
sacrifices	11
source	11
loose	11
blame	11
setting	11
separate	11
tribes	11
fashion	11
investigation	11
burial	11
Shouchun	11
Confucius	11
document	11
code	11
Pengcheng	11
judge	11
furious	11
Perpetual	11
responsible	10
promoted	10
middle	10
favourites	10
armour	10
Liyang	10
calling	10
ceremonies	10
swore	10
tax	10
taxation	10
omens	10
described	10
dealing	10
free	10
hegemon	10
chased	10
wishes	10
surrounded	10
ravaged	10
Adjuncts	10
killing	10
Junior	10
hundreds	10
drank	10
bringing	10
march	10
straight	10
Shu's	10
valuable	10
Dec	10
protest	10
Surely	10
drove	10
Le	10
troubles	10
Jianwei	10
Yan's	10
Guangwu	10
floods	10
happen	10
Gives	10
drive	10
Next	10
expression	10
Zhen	10
anxiety	10
criminals	10
fully	10
stronger	10
earth	10
proposed	10
build	10
hostage	10
stopped	10
honourable	10
No	10
miserable	10
willing	10
wrongdoing	10
driven	10
Ministry	10
fate	10
tothe	10
competent	10
gives	10
classics	10
levy	10
tears	10
responsibilities	10
Five	10
seventy	10
Biao's	10
feast	10
divisions	10
resentment	10
security	10
note	10
cross	10
inspectors	10
wellknown	10
failure	10
recently	10
rising	10
filled	10
Wuwei	10
sealed	10
abundant	10
impressed	10
famous	10
eighty	10
morning	10
member	10
misfortunes	10
recommend	10
accompany	10
lower	10
Guanghan	10
fortress	10
South	10
dependents	10
tower	10
doors	10
Guandu	10
Rou	10
relieve	10
Annals	10
dealt	10
consideration	10
shame	10
covenant	10
lay	10
palaces	10
Chronicle	10
Cangwu	10
broad	10
upset	10
angrily	10
Office	10
charged	10
regions	10
firmly	9
suffering	9
hit	9
ease	9
eventually	9
assistance	9
formed	9
easily	9
needed	9
Mei	9
affected	9
arrive	9
effect	9
regard	9
meat	9
laugh	9
building	9
wilderness	9
documents	9
Of	9
strator	9
troubled	9
administrations	9
increase	9
Jiujiang	9
excessive	9
declined	9
Youbeiping	9
halt	9
Shuang	9
intelligent	9
Fen	9
system	9
House	9
cage	9
escorted	9
keeping	9
eyes	9
poison	9
intend	9
business	9
Yuyang	9
shi	9
refugees	9
cede	9
turning	9
recalled	9
eldest	9
awarded	9
enfeoffments	9
colonels	9
Please	9
carts	9
delay	9
remnants	9
remaining	9
honours	9
bank	9
spoken	9
pressed	9
Zan's	9
remove	9
farewell	9
apart	9
chariots	9
coffin	9
formal	9
constructed	9
homes	9
urging	9
Every	9
husband	9
cases	9
Tuo	9
majesty's	9
Kou	9
story	9
badly	9
least	9
abilities	9
observe	9
sometimes	9
foolish	9
Ce's	9
Buwei	9
Ten	9
intercept	9
Worthy	9
supported	9
candidates	9
Jincheng	9
mouths	9
enter	9
convict	9
questions	9
Shang's	9
dogs	9
faith	9
honesty	9
approved	9
hopes	9
discouraged	9
Oct	9
mutiny	9
pure	9
proclaimed	9
Shentu	9
shows	9
entrusted	9
Heir	9
ago	9
sagelike	9
Yufuluo	9
reform	9
abuse	9
Xue	9
Liaoxi	9
quarters	9
chieftains	9
Men	9
evildoers	9
implicated	9
bones	9
abused	9
threw	9
living	9
Is	9
treasury	9
achieve	9
using	9
people's	9
simple	9
sister	9
unworthy	9
trees	9
running	9
Di	9
relied	9
temporary	9
Niu	9
evidence	9
slanders	9
strategic	9
annoyed	9
halted	9
Garden	9
submission	9
central	9
victory	8
cope	8
chase	8
responded	8
particularly	8
debate	8
intelligence	8
Wuhu	8
learnt	8
required	8
desperate	8
harmony	8
disasters	8
relationship	8
looking	8
birds	8
sad	8
oppression	8
controls	8
truth	8
actually	8
persuade	8
books	8
Gongan	8
added	8
greed	8
Admini	8
dawn	8
happens	8
formerly	8
acts	8
respond	8
Benchu	8
begged	8
arm	8
stood	8
hail	8
More	8
Exterminates	8
Yuan's	8
regular	8
limit	8
Incorrupt	8
Rao	8
appointing	8
earthquake	8
unless	8
Architect	8
tremble	8
Rear	8
assembly	8
examined	8
lenient	8
sympathy	8
urgent	8
guide	8
prisoners	8
eleven	8
requires	8
uneasy	8
secondary	8
catch	8
renzi	8
carrying	8
standard	8
count	8
tied	8
crowd	8
clans	8
virtuous	8
Jian's	8
search	8
due	8
currency	8
summonsed	8
applied	8
excellency	8
fill	8
manner	8
carefully	8
principle	8
exceptional	8
bravery	8
keeps	8
styled	8
confiscated	8
touched	8
hero	8
None	8
YuanShao	8
helped	8
stars	8
needs	8
rules	8
justify	8
warfare	8
slight	8
Acting	8
Feathered	8
Forest	8
Instead	8
lesser	8
illness	8
Kuan	8
abolished	8
proclamation	8
experience	8
sending	8
Jin's	8
rebellious	8
permitted	8
block	8
trick	8
buildings	8
daughters	8
express	8
thecity	8
temples	8
intending	8
reappointed	8
surprised	8
hall	8
elders	8
Supervisor	8
tent	8
park	8
choice	8
meant	8
Banshun	8
Bearer	8
Mace	8
Part	8
communication	8
excuse	8
jail	8
repeated	8
gang	8
decline	8
bed	8
fast	8
lodging	8
Bird	8
reinforcements	8
shook	8
summon	8
hid	8
Realising	8
recall	8
blocked	8
considerable	8
itself	8
memorialised	8
Ai	8
delighted	8
persuaded	8
wealthy	8
content	8
pardoned	8
accompanied	8
distant	8
sigh	8
Chi	8
store	8
intercalary	8
companions	8
Beidi	8
Two	8
Langye	8
managed	8
scores	8
accordance	7
equipment	7
ments	7
raid	7
treatment	7
robbers	7
valleys	7
grew	7
corrupt	7
press	7
begin	7
remains	7
services	7
gengzi	7
released	7
host	7
useless	7
additional	7
seriously	7
riding	7
Le'an	7
strongly	7
enjoy	7
splendid	7
drawn	7
covered	7
recommendations	7
proposals	7
bodies	7
cursed	7
disappointed	7
states	7
fiercely	7
disregard	7
capable	7
interest	7
Slope	7
clever	7
lit	7
allied	7
threaten	7
purity	7
cold	7
eastern	7
Gonglu	7
ie	7
Shanggu	7
lightarmed	7
cried	7
opposed	7
Diwu	7
Xianyu	7
threatened	7
ambitious	7
rests	7
future	7
Yiling	7
style	7
clerks	7
depend	7
Xiping	7
Shisun	7
suspected	7
beaten	7
appearance	7
birth	7
Jibei	7
gifts	7
torture	7
displayed	7
voice	7
enjoyed	7
critical	7
slandered	7
dignity	7
posthumous	7
bound	7
xinyou	7
character	7
original	7
usurp	7
seldom	7
operations	7
plain	7
hoping	7
hide	7
today	7
Rebels	7
lately	7
weary	7
course	7
facts	7
white	7
disliked	7
Vast	7
referred	7
investigate	7
marquisate	7
aged	7
moat	7
thanks	7
Law	7
fathers	7
ones	7
judgement	7
slave	7
Officials	7
surname	7
Displays	7
qualities	7
neglected	7
concubine	7
degree	7
stone	7
LieutenantGeneral	7
sign	7
blow	7
gruel	7
oath	7
While	7
invitation	7
measure	7
Taking	7
regiments	7
innocent	7
cast	7
flogged	7
feared	7
tigers	7
ringleaders	7
Poison	7
stores	7
mud	7
sorry	7
talents	7
tombs	7
Lai	7
Gai	7
soldier	7
Had	7
spiritual	7
merit	7
During	7
emperors	7
regarded	7
Jiong's	7
obedient	7
unusual	7
naturally	7
Van	7
detachment	7
loss	7
maintaining	7
depose	7
duties	7
merely	7
Righteousness	7
Agile	7
customs	7
Adviser	7
Ganling	7
ended	7
territories	7
temple	7
marry	7
xinhai	7
stationed	7
admire	7
horseback	7
talked	7
Several	7
expert	7
ancestral	7
Si's	7
Autumn	7
draw	7
rains	7
Relationships	7
robbed	7
eliminate	7
arguments	7
Chencang	7
suitable	7
chiefs	7
streets	7
humanity	7
discussion	7
turmoil	7
correct	7
council	7
suicide	7
Juancheng	7
Officers	7
welltrained	7
price	7
Wudu	7
banished	7
black	7
comrades	7
Within	7
quantities	7
sold	7
appears	7
worked	7
grandson	7
sixty	7
Yiyang	7
suspicion	7
closer	7
gentle	7
protected	7
Take	7
Thousand	7
dingchou	7
kowtowed	7
feed	7
Huaili	7
kidnapped	7
favoured	7
renwu	7
noble	7
questioned	7
sickness	7
brilliant	7
promotion	7
showing	7
Flying	7
rivers	7
guarding	6
dark	6
red	6
leaves	6
decisions	6
criminal	6
hair	6
ambush	6
Remonstrant	6
rejected	6
titles	6
andthe	6
problems	6
bingwu	6
paces	6
drowned	6
resist	6
theenemy	6
selected	6
wild	6
corruption	6
oppressed	6
ourselves	6
magistrates	6
Yangping	6
attended	6
reprimanded	6
safety	6
wear	6
Yun's	6
seasons	6
recent	6
Ao	6
destroying	6
wrongly	6
histroops	6
levies	6
grass	6
utterly	6
direct	6
forbidden	6
Qiuliju	6
national	6
altars	6
hesitate	6
currently	6
weeping	6
satisfied	6
ahead	6
Tigers	6
mouth	6
commoners	6
shoot	6
xinsi	6
relations	6
Cen	6
jisi	6
hostages	6
locusts	6
Miao's	6
Luyang	6
lance	6
stream	6
numerous	6
obeyed	6
survive	6
succeeded	6
wore	6
possess	6
relative	6
Far	6
prohibitions	6
Excellent	6
Virtue	6
dares	6
produced	6
prosperity	6
warned	6
spent	6
Any	6
fulfil	6
Quite	6
entrance	6
